,item_group,bigram,loglike
1579,activex,"('activex', 'trojan')",15.282759862564424
1585,adaware,"('lavasoft', 'adaware')",18.89390491036596
1586,adaware,"('adaware', 'missed')",12.528772322270072
1587,adaware,"('uninstall', 'adaware')",10.574073067995212
1588,adaware,"('adaware', '2007')",9.098863598860028
1589,adaware,"('adaware', 'until')",8.796636806961455
1603,add effect,"('like', 'add effect')",11.779269257562524
1604,adjust,"('``', 'adjust')",351.2489093907574
1605,adjust,"('adjust', ""''"")",303.2554988103316
1606,adjust,"('to', 'adjust')",251.6847371004713
1607,adjust,"('adjust', 'the')",85.05438401119603
1608,adjust,"('adjust', 'vertical')",69.47249553884207
1693,adobe,"('adobe', ""'s"")",557.0997277270715
1694,adobe,"('adobe', 'reader')",268.854263419692
1695,adobe,"('adobe', 'indesign')",96.46131174114801
1696,adobe,"('than', 'adobe')",93.26038035832597
1697,adobe,"('adobe', 'has')",74.9916643258723
1951,adobe acrobat,"('adobe acrobat', '6.0.')",36.823083140807476
1952,adobe acrobat,"('hungry', 'adobe acrobat')",35.46394881854088
1953,adobe acrobat,"('adobe acrobat', '8.0')",31.45834003675954
1954,adobe acrobat,"('adobe acrobat', 'pro')",25.871212155936846
1955,adobe acrobat,"('adobe acrobat', '9.3')",17.20034501489313
1991,adobe bridge,"('or', 'adobe bridge')",30.74533792792912
1992,adobe bridge,"('using', 'adobe bridge')",15.292260557523909
1993,adobe bridge,"('as', 'adobe bridge')",4.049081069152529
1994,adobe bridge,"('in', 'adobe bridge')",3.072642103495275
1995,adobe bridge,"('of', 'adobe bridge')",2.1825828587237477
1998,adobe creative cloud,"('adobe creative cloud', 'plan')",26.37986917991744
1999,adobe creative cloud,"('adobe creative cloud', 'subscriber')",20.222533538392483
2000,adobe creative cloud,"('adobe creative cloud', 'route')",13.199550338547477
2001,adobe creative cloud,"('the', 'adobe creative cloud')",8.71505006790447
2002,adobe creative cloud,"('adobe creative cloud', 'is')",7.787376923466352
2010,adobe creative suite,"('adobe creative suite', 'cs2')",20.47318554977113
2011,adobe creative suite,"('an', 'adobe creative suite')",14.130861872986202
2012,adobe creative suite,"('adobe creative suite', 'applications')",10.27740625471501
2013,adobe creative suite,"('adobe creative suite', '4')",9.802287579711495
2014,adobe creative suite,"('using', 'adobe creative suite')",6.632450917558844
2022,adobe design premium,"('use', 'adobe design premium')",11.378468261709113
2023,adobe design premium,"('adobe design premium', 'for')",8.976170783216277
2024,adobe elements,"('than', 'adobe elements')",29.522793812297483
2025,adobe elements,"('adobe elements', 'provides')",21.515401609108196
2026,adobe elements,"('adobe elements', '13')",10.758352761773567
2027,adobe elements,"('as', 'adobe elements')",8.098293484887055
2028,adobe elements,"('adobe elements', 'not')",7.744512118177846
2039,adobe flash,"('used', 'adobe flash')",19.88546552594846
2040,adobe flash,"('adobe flash', 'professional')",11.67349153204795
2041,adobe flash,"('adobe flash', 'and')",9.480903351626186
2042,adobe flash,"('of', 'adobe flash')",4.0055477657282825
2043,adobe flash player,"('adobe flash player', '11.8')",52.60026133495563
2044,adobe flash player,"('adobe flash player', '16')",31.251603178604633
2045,adobe flash player,"('adobe flash player', 'installer')",14.980904693266558
2046,adobe flash player,"('require', 'adobe flash player')",12.729370559951844
2047,adobe flash player,"('adobe flash player', '10')",9.861925567273637
2050,adobe illustrator,"('adobe illustrator', 'loads')",59.790321821682376
2051,adobe illustrator,"('fast', 'adobe illustrator')",41.74058528761928
2052,adobe illustrator,"('what', 'adobe illustrator')",10.876341615729318
2053,adobe illustrator,"('native', 'adobe illustrator')",10.777703583405524
2054,adobe illustrator,"('than', 'adobe illustrator')",10.732902752636374
2072,adobe lightroom,"('adobe lightroom', 'knockoff')",23.028281695801475
2073,adobe lightroom,"('to', 'adobe lightroom')",16.052478546124483
2074,adobe lightroom,"('copied', 'adobe lightroom')",12.759184225242928
2075,adobe lightroom,"('with', 'adobe lightroom')",10.38397781727284
2076,adobe lightroom,"('adobe lightroom', '6')",8.902189134690826
2101,adobe package,"('adobe package', 'other')",9.653753004077675
2102,adobe package,"('my', 'adobe package')",7.2438281545521335
2103,adobe package,"('this', 'adobe package')",6.795500560233461
2104,adobe photoelements program,"('wonderful', 'adobe photoelements program')",18.985320370890772
2105,adobe photoelements program,"('adobe photoelements program', 'that')",9.001627839985053
2106,adobe photoshop,"('of', 'adobe photoshop')",65.06356887977387
2107,adobe photoshop,"('adobe photoshop', 'cs6')",46.93187379413181
2108,adobe photoshop,"('adobe photoshop', '5.0')",25.54328510678075
2109,adobe photoshop,"('adobe photoshop', '.abr')",20.305203558539056
2110,adobe photoshop,"('adobe photoshop', 'leap-frogged')",20.305203558539056
2171,adobe photoshop elements,"('adobe photoshop elements', '11')",60.413661738318154
2172,adobe photoshop elements,"('adobe photoshop elements', '10')",56.5928070121774
2173,adobe photoshop elements,"('adobe photoshop elements', '11.')",28.29716891537371
2174,adobe photoshop elements,"('out', 'adobe photoshop elements')",23.343883226088295
2175,adobe photoshop elements,"('than', 'adobe photoshop elements')",22.8299529529302
2203,adobe photoshop lightroom,"('against', 'adobe photoshop lightroom')",61.91164716584413
2204,adobe photoshop lightroom,"('adobe photoshop lightroom', 'or')",13.12912981524997
2205,adobe photoshop lightroom,"('as', 'adobe photoshop lightroom')",11.975034178302382
2206,adobe photoshop lightroom,"('adobe photoshop lightroom', '3')",9.07700522908015
2207,adobe photoshop lightroom,"('``', 'adobe photoshop lightroom')",5.841789565572931
2210,adobe premier,"('//www.amazon.com/review/r2lxhyrsl0j4lg/ref=cm_cr_rdp_perm', 'adobe premier')",25.47718785053924
2211,adobe premier,"('adobe premier', 'element')",17.00009621354448
2212,adobe premier,"('cluttered', 'adobe premier')",15.339476761275918
2213,adobe premier,"('used', 'adobe premier')",6.707629820134456
2214,adobe premier,"('using', 'adobe premier')",6.632450917558844
2221,adobe premier elements,"('over', 'adobe premier elements')",15.736022228074109
2222,adobe premier elements,"('out', 'adobe premier elements')",13.267855269941112
2223,adobe premier elements,"('latest', 'adobe premier elements')",9.35213702669948
2224,adobe premier elements,"('adobe premier elements', 'next')",8.679971802996473
2225,adobe premier elements,"('trying', 'adobe premier elements')",8.48145491087163
2236,adobe premier pro,"('adobe premier pro', 'cs5')",16.326483408367206
2237,adobe premier pro,"('adobe premier pro', 'and')",15.77705194313333
2238,adobe premier pro,"('used', 'adobe premier pro')",15.023903821367318
2239,adobe premier pro,"('run', 'adobe premier pro')",7.820476237613799
2240,adobe premier pro,"('while', 'adobe premier pro')",7.411726815481013
2248,adobe premiere,"('and', 'adobe premiere')",23.397551355241028
2249,adobe premiere,"('adobe premiere', ""'s"")",17.941728039934247
2250,adobe premiere,"('adobe premiere', 'is')",14.945266525944326
2251,adobe premiere,"('particularly', 'adobe premiere')",9.55795727828651
2252,adobe premiere,"('to', 'adobe premiere')",8.827935657495567
2268,adobe premiere elements,"('adobe premiere elements', '12')",31.342813396749705
2269,adobe premiere elements,"('used', 'adobe premiere elements')",24.369609555173287
2270,adobe premiere elements,"('than', 'adobe premiere elements')",23.01875622343428
2271,adobe premiere elements,"('adobe premiere elements', '11')",20.43351500918247
2272,adobe premiere elements,"('stalwart', 'adobe premiere elements')",17.00265579520729
2301,adobe premiere pro,"('adobe premiere pro', 'cc')",32.92826874115498
2302,adobe premiere pro,"('than', 'adobe premiere pro')",29.092683553142315
2303,adobe premiere pro,"('adobe premiere pro', 'cs6')",16.414123308941697
2304,adobe premiere pro,"('adobe premiere pro', 'and')",15.04571348714387
2305,adobe premiere pro,"('replace', 'adobe premiere pro')",11.466011824526294
2318,adobe pro,"('adobe pro', 'at')",11.84398586278116
2319,adobe pro,"('use', 'adobe pro')",11.378468261709113
2320,adobe products,"('use', 'adobe products')",26.23971695660541
2321,adobe products,"('dominant', 'adobe products')",16.26511738111177
2322,adobe products,"('or', 'adobe products')",11.677763944787255
2323,adobe products,"('adobe products', 'are')",11.029373799216767
2324,adobe products,"('adobe products', 'outside')",10.427203168524622
2355,adobe program,"('old', 'adobe program')",20.93800643546927
2356,adobe program,"('an', 'adobe program')",14.746218380936906
2357,adobe program,"('larger', 'adobe program')",14.00648886758234
2358,adobe program,"('adobe program', 'without')",8.398602121751605
2359,adobe program,"('adobe program', 'can')",5.30242685887229
2361,adobe software,"('get', 'adobe software')",28.343257718254115
2362,adobe software,"('rent', 'adobe software')",15.429287716350785
2363,adobe software,"('corresponding', 'adobe software')",14.74176725888866
2364,adobe software,"('adobe software', 'beats')",13.100293105515139
2365,adobe software,"('premium', 'adobe software')",9.74980708159294
2382,adobes photoshop elements,"('adobes photoshop elements', '13.')",24.024177350901805
2383,adobes photoshop elements,"('using', 'adobes photoshop elements')",12.635497392580655
2384,advanced program,"('turn', 'advanced program')",13.36264529786057
2385,advanced program,"('advanced program', 'control')",13.040373497761282
2386,advanced program,"('more', 'advanced program')",7.8767460811145344
2387,advanced program,"('an', 'advanced program')",7.73867157432738
2388,advanced program,"('advanced program', 'and')",3.7423983941391064
2389,advanced system care program,"('the', 'advanced system care program')",6.571569374034642
2390,advantage,"('advantage', 'of')",1147.2849163131643
2391,advantage,"('take', 'advantage')",1100.3861590070364
2392,advantage,"('taking', 'advantage')",194.55040408256204
2393,advantage,"('full', 'advantage')",136.10785496440639
2394,advantage,"('biggest', 'advantage')",78.22831495097893
2453,adventure nancy,"('this', 'adventure nancy')",9.551151696335488
2454,adventure nancy,"('adventure nancy', 'is')",8.563622527640069
2455,aero,"('aero', 'snap')",265.8942357404381
2456,aero,"('aero', 'shake')",147.0885844879702
2457,aero,"('aero', 'effect')",130.79504568863777
2458,aero,"('aero', 'effects')",130.02895943922763
2459,aero,"('aero', 'peek')",80.60060170920679
2518,afterpro,"('afterpro', '3')",15.09795552419072
2519,afterpro,"('using', 'afterpro')",12.635497392580655
2520,aftershot pro,"('aftershot pro', '3')",121.82999648956145
2521,aftershot pro,"('aftershot pro', ""''"")",81.88768538257254
2522,aftershot pro,"('``', 'aftershot pro')",71.46691222737977
2523,aftershot pro,"('aftershot pro', 'is')",33.99897991047717
2524,aftershot pro,"('aftershot pro', 'allows')",32.2943878772099
2571,age,"('and', 'age')",86.68373154379461
2572,age,"('age', 'appropriate')",47.79888243823223
2573,age,"('his/her', 'age')",29.3647689595245
2574,age,"('stone', 'age')",26.793368070627114
2575,age,"('age', 'of')",25.65955917259087
2647,album,"('an', 'album')",62.493875640162
2648,album,"('album', '7')",39.94961390952214
2649,album,"('album', 'etc')",35.995537399858854
2650,album,"('sinatra', 'album')",22.256887825975788
2651,album,"('album', 'art')",20.79491127296608
2682,albumen,"('like', 'albumen')",11.779269257562524
2683,alexa,"('like', 'alexa')",11.779269257562524
2684,alexa,"('alexa', 'it')",8.03757078956111
2685,alien skin,"('like', 'alien skin')",11.779269257562524
2686,alien skin,"('alien skin', ""'s"")",10.627930785877579
2687,amazon,"('from', 'amazon')",756.4571559683552
2688,amazon,"('on', 'amazon')",740.2938294596797
2689,amazon,"('amazon', 'gift')",265.7709463190171
2690,amazon,"('amazon', 'vine')",202.45141110529704
2691,amazon,"('at', 'amazon')",184.30609613239193
3016,amazon cloud drive desktop software,"('but', 'amazon cloud drive desktop software')",10.28064416299562
3017,amazon cloud drive desktop software,"('amazon cloud drive desktop software', 'is')",8.563622527640069
3018,amazon cloud player,"('reinstall', 'amazon cloud player')",13.683363868594778
3019,amazon cloud player,"('the', 'amazon cloud player')",13.137163970430219
3020,amazon cloud player,"('amazon cloud player', 'allows')",11.259697639488056
3021,amazon cloud player,"('amazon cloud player', 'has')",6.77570814274824
3022,amazon cloud player,"('amazon cloud player', 'for')",4.062591598037084
3023,amazon music,"('amazon music', 'importer')",19.65896137245621
3024,amazon music,"('amazon music', 'subscriptions')",15.195559319305636
3025,amazon music,"('toward', 'amazon music')",13.285039537935965
3026,amazon music,"('amazon music', 'selection')",12.297386915467001
3027,amazon music,"('amazon music', 'player')",12.040484064139848
3041,amazon package,"('amazon package', 'arrives')",41.68996317651943
3042,amazon package,"('the', 'amazon package')",26.28639844263811
3043,amazon package,"('amazon package', 'in')",13.312705833058791
3044,amazon software,"('amazon software', 'library')",31.31691232338428
3045,amazon software,"('amazon software', 'description')",16.385419956545274
3046,amazon software,"('amazon software', 'though')",10.389912184821643
3047,amazon software,"('my', 'amazon software')",5.54473842907331
3048,amazon software,"('with', 'amazon software')",5.081501564733991
3051,amazon vine program,"('the', 'amazon vine program')",149.402260995365
3052,amazon vine program,"('amazon vine program', 'and')",13.272138006411758
3053,amazon vine program,"('amazon vine program', 'so')",8.614697465534686
3054,amazon vine program,"('from', 'amazon vine program')",3.2124786493153463
3055,amazon vine program,"('amazon vine program', 'was')",2.4647696123635647
3059,amazon vine review program,"('the', 'amazon vine review program')",13.143158906407853
3060,amazon vine reviewer program,"('the', 'amazon vine reviewer program')",13.143158906407853
3061,amazon vine reviewer program,"('amazon vine reviewer program', 'and')",4.740436477489689
3062,amazon vines program,"('the', 'amazon vines program')",19.714768595155952
3063,amazons vine program,"('on', 'amazons vine program')",9.977806725402123
3064,ancestry,"('ancestry', 'website')",32.66321507873175
3065,ancestry,"('ancestry', 'dot')",26.458367631293264
3066,ancestry,"('ancestry', 'genealogy')",22.85290779525829
3067,ancestry,"('ancestry', ""'s"")",20.383874423202982
3068,ancestry,"('online', 'ancestry')",18.622222445402304
3138,ancestry.com,"('to', 'ancestry.com')",130.451668132598
3139,ancestry.com,"('ancestry.com', 'membership')",103.79264429578548
3140,ancestry.com,"('with', 'ancestry.com')",58.25896013633516
3141,ancestry.com,"('ancestry.com', 'account')",43.90625299506783
3142,ancestry.com,"('on', 'ancestry.com')",34.49373855639853
3232,angry birds space,"('like', 'angry birds space')",11.779269257562524
3233,anime software,"('fantastic', 'anime software')",17.036793600917164
3234,anime software,"('anime software', 'program')",9.62282844968392
3235,anime software,"('anime software', 'are')",8.046339431368036
3236,anime software,"('with', 'anime software')",6.773336392071659
3237,anime studio,"('anime studio', 'pro')",189.76847899374988
3238,anime studio,"('anime studio', '6')",29.697983074209603
3239,anime studio,"('anime studio', 'waned')",21.78408794309648
3240,anime studio,"('anime studio', 'uses')",18.502213789474848
3241,anime studio,"('anime studio', 'preserves')",15.282759862564424
3276,anime studio debut,"('anime studio debut', '6')",35.91169531167558
3277,anime studio debut,"('anime studio debut', 'fits')",29.51763100891554
3278,anime studio debut,"('anime studio debut', '8')",28.643632418245506
3279,anime studio debut,"('selected', 'anime studio debut')",12.025116667142658
3280,anime studio debut,"('anime studio debut', 'mostly')",10.606698977582674
3297,anime studio software,"('with', 'anime studio software')",9.528796321661652
3298,annoyance,"('minor', 'annoyance')",122.90925327434027
3299,annoyance,"('an', 'annoyance')",97.65161354075796
3300,annoyance,"('annoyance', 'factor')",50.760348062359895
3301,annoyance,"('system-slowing', 'annoyance')",41.68820214171242
3302,annoyance,"('another', 'annoyance')",36.22484728387857
3350,answer,"('the', 'answer')",164.14089836973173
3351,answer,"('an', 'answer')",153.0949774059045
3352,answer,"('to', 'answer')",122.2966460686007
3353,answer,"('legal', 'answer')",121.13100634665375
3354,answer,"('answer', 'book')",107.37005489029568
3470,antenna,"('this', 'antenna')",210.3189169393464
3471,antenna,"('removable', 'antenna')",78.17297320216215
3472,antenna,"('antenna', 'cable')",56.801682102747066
3473,antenna,"('correct', 'antenna')",50.76859135675929
3474,antenna,"('original', 'antenna')",49.17484938051756
3487,anti,"('anti', 'virus')",501.0161542477059
3488,anti,"('anti', 'spyware')",69.50229046014795
3489,anti,"('anti', 'spam')",33.80357512634598
3490,anti,"('anti', 'rootkit')",30.07661112906643
3491,anti,"('anti', 'spam/phishing')",21.300246467016624
3528,anti malware software,"('anti malware software', 'running')",14.511650716839496
3529,anti malware software,"('or', 'anti malware software')",11.039057478781526
3530,anti virus program,"('anti virus program', 'screw')",16.64759805797311
3531,anti virus program,"('anti virus program', 'tend')",14.208913571062137
3532,anti virus program,"('solid', 'anti virus program')",12.504912779087324
3533,anti virus program,"('previous', 'anti virus program')",10.009113013718213
3534,anti virus program,"('only', 'anti virus program')",7.444492505040225
3540,anti virus software,"('anti virus software', 'lately')",14.691945814053835
3541,anti virus software,"('other', 'anti virus software')",13.726823012055508
3542,anti virus software,"('worst', 'anti virus software')",12.250310476485383
3543,anti virus software,"('different', 'anti virus software')",7.692518877340862
3544,anti virus software,"('best', 'anti virus software')",7.685170187923045
3558,antispam,"('the', 'antispam')",45.56736485339955
3559,antispam,"('antispam', 'component')",42.001836121768775
3560,antispam,"('antispam', 'feature')",33.311652644958386
3561,antispam,"('antispam', 'and')",28.002331241384518
3562,antispam,"('optional', 'antispam')",27.683215703251335
3581,antispyware program,"('their', 'antispyware program')",13.323174098638173
3582,antivirii software,"('antivirii software', 'deserves')",22.80580486123815
3583,antivirii software,"('any', 'antivirii software')",12.98478327018588
3584,antivirus,"('antivirus', 'programs')",306.5413833320967
3585,antivirus,"('antivirus', 'protection')",131.53261384393343
3586,antivirus,"('free', 'antivirus')",129.59238426417286
3587,antivirus,"('other', 'antivirus')",122.46746594465478
3588,antivirus,"('antivirus', 'products')",100.2269690503508
3824,antivirus package,"('capable', 'antivirus package')",14.67196519737276
3825,antivirus package,"('free', 'antivirus package')",9.585860171506898
3826,antivirus package,"(""'s"", 'antivirus package')",6.158855613829854
3827,antivirus plus program,"('its', 'antivirus plus program')",13.919574334258447
3828,antivirus program,"('an', 'antivirus program')",61.353016094866504
3829,antivirus program,"('antivirus program', 'provided')",55.926703948022464
3830,antivirus program,"('free', 'antivirus program')",35.91050962874591
3831,antivirus program,"('third-party', 'antivirus program')",26.271989175115365
3832,antivirus program,"('ksperskys', 'antivirus program')",21.300246467016624
3883,antivirus software,"('buying', 'antivirus software')",45.2759412332109
3884,antivirus software,"('other', 'antivirus software')",36.895167555755876
3885,antivirus software,"('free', 'antivirus software')",31.07236815446106
3886,antivirus software,"('antivirus software', 'packages')",29.197981600027333
3887,antivirus software,"('best', 'antivirus software')",25.586203400381457
3958,ap,"('ap', 'rocks')",99.99873054350773
3959,ap,"('this', 'ap')",32.70008324100238
3960,ap,"('ap', 'divs')",24.803516287825264
3961,ap,"('apt', 'ap')",24.803516287825264
3962,ap,"('whereas', 'ap')",14.598722378621893
3970,apache openoffice program,"('apache openoffice program', 'to')",7.1695616608738915
3971,apache openoffice program,"('the', 'apache openoffice program')",6.571569374034642
3972,aperture,"('aperture', 'setting')",39.76500091272595
3973,aperture,"('large', 'aperture')",23.22491312474709
3974,aperture,"('aperture', 'libraries')",14.257926122205527
3975,aperture,"('aperture', '2.0')",12.926313689651499
3976,aperture,"('like', 'aperture')",12.8007766387069
3983,app,"('mobile', 'app')",300.73088262013056
3984,app,"('app', 'store')",286.67579254580795
3985,app,"('the', 'app')",272.41862661459453
3986,app,"('this', 'app')",222.4841142654418
3987,app,"('an', 'app')",128.43049147713614
4250,apple,"('apple', ""'s"")",531.6200088720325
4251,apple,"('an', 'apple')",189.66975696125007
4252,apple,"('apple', 'has')",160.5161130343164
4253,apple,"('apple', 'tv')",112.94769752425569
4254,apple,"('apple', 'store')",104.80668712302999
4577,apple iwork,"('like', 'apple iwork')",11.779269257562524
4578,apple iwork,"('apple iwork', 'and')",7.464567016873701
4579,apple quicktime player,"('free', 'apple quicktime player')",14.079281545856526
4580,apple quicktime player,"('apple quicktime player', 'does')",12.356285067913287
4581,apple software,"('written', 'apple software')",29.209742104881247
4582,apple software,"('via', 'apple software')",26.690997218791765
4583,apple software,"('apple software', 'update')",20.381703757182287
4584,apple software,"('apple software', 'gem')",18.41604697722218
4585,apple software,"('regular', 'apple software')",12.824662268401847
4589,apples mountain lion,"('installed', 'apples mountain lion')",14.113539765156897
4590,appleworks,"('using', 'appleworks')",17.647698640017992
4591,appleworks,"('appleworks', 'spreadsheet')",14.311098625523988
4592,appleworks,"('hate', 'appleworks')",13.298798151277326
4593,appleworks,"('in', 'appleworks')",11.256062177019725
4594,appleworks,"('appleworks', 'it')",8.582116117142952
4597,application,"('the', 'application')",349.7603470716255
4598,application,"('an', 'application')",249.8176721791965
4599,application,"('application', 'compatibility')",194.16514378321452
4600,application,"('this', 'application')",172.89861983063076
4601,application,"('application', 'that')",122.50749826885618
4957,arconis,"('arconis', 'true image')",59.07375878603036
4958,arconis,"('arconis', 'copies')",13.77692044172472
4959,arconis,"('trust', 'arconis')",12.774791763703098
4960,arconis,"('liked', 'arconis')",12.081311566918622
4961,arconis,"('her', 'arconis')",11.207469739366415
4967,arcsoft mediaimpressions software,"('wonderful', 'arcsoft mediaimpressions software')",18.985320370890772
4968,arcsoft mediaimpressions software,"('arcsoft mediaimpressions software', 'on')",9.977806725402123
4969,arcsoft software,"('older', 'arcsoft software')",15.955920234776055
4970,arcsoft software,"('arcsoft software', 'i')",7.385952523951888
4971,area,"('an', 'area')",153.50548738984253
4972,area,"('area', 'of')",133.30053356070823
4973,area,"('rural', 'area')",112.52529301434726
4974,area,"('area', 'where')",69.15950321355875
4975,area,"('this', 'area')",62.342268661440265
5127,array,"('array', 'of')",290.69674358894645
5128,array,"('the', 'array')",181.07118896210562
5129,array,"('wide', 'array')",140.83753985902862
5130,array,"('vast', 'array')",88.88214384100371
5131,array,"('this', 'array')",73.34721393628831
5171,asp,"('asp', '3')",31.263538089534165
5172,asp,"('asp', 'intranet')",19.955933776640293
5173,asp,"('asp', 'without')",17.117260860686315
5174,asp,"('inside', 'asp')",12.468316189628958
5175,asp,"('into', 'asp')",6.485573528388481
5185,associated program,"('the', 'associated program')",26.28639844263811
5186,ati,"('ati', 'radeon')",230.93672506458327
5187,ati,"('ati', 'x1000')",43.36319475369336
5188,ati,"('ati', 'mobility')",36.63319324582866
5189,ati,"('an', 'ati')",32.61032178130833
